id,art_style,painting,language,emotion,utterance
24401,Symbolism,james-tissot_the-sermon-on-the-mount-illustration-for-the-life-of-christ,arabic,excitement,"['رجال من البدو يتجمعون حول رجل وكانه قائد لهم', 'اجتمع كثير من الناس للاستماع إلى كلام هذا الرجل على الصخرة', 'يقف الناس كثيرين منصتين لهذا الرجل الذي يقف علي الجبل ويخطب فيهم']"
24402,Northern_Renaissance,petrus-christus_madonna,english,excitement,"[""I didn't know we were in church, but its good.""]"
24403,Cubism,marcel-duchamp_the-chess-players-1911,arabic,fear,['يبدو ذلك الشكل علي هيئة ترسانه حربيه او ما شابه بالحرب التي تقام بين الشعوب']
24404,Impressionism,laszlo-mednyanszky_mountain-landscape-with-lake,chinese,sadness,['灰色的天空下，白雪覆盖的山峰和冰冷的河水让人感到凄冷。']
24405,Art_Nouveau_Modern,alphonse-mucha_laurel-1901,chinese,contentment,"['画面色调和谐，女人的侧脸非常的美丽，令人着迷。', '女子头上挂满树叶作为头饰，人与大自然合二为一，给人一种清新的感受。', '和谐的画面比例，颜色搭配过渡舒适。']"
24406,Post_Impressionism,paul-gauguin_bouquet-of-flowers,arabic,sadness,['أدخنة ولهيب أحمر يخرج من قنينة كجان اسطوري يخرج حبيس المصباح تحرر.']
24407,Realism,isaac-levitan_landscape-with-isbas-1885,english,sadness,['The tiny home looks rough like it might be beginning to fall apart which is a sad contrast set among the open fields.']
24408,Romanticism,rudolf-von-alt_st-mark-s-square-in-venice-with-austrian-military,arabic,amusement,['ميدان كبير به برج عالي ومجموعه من الكنائس والمؤسسات الحكوميه واشخاص كثيره يمشون ليباشره اعمالهم اليوميه ويستخدم اللون البنك في الصوره']
24409,Pointillism,georges-seurat_circus-sideshow-1888,chinese,contentment,"['一个男人站在那里吹奏，看着很开心。', '男子整齐的衣装，站在舞台上吹着乐器，令人满足', '房屋里有一些人正在吹弹着乐器，下面还有了很多的人，房屋还有很多的装饰，给人一种平淡美好的感觉，让人不由感到满足。']"
24410,Expressionism,kees-van-dongen_the-corn-poppy-1919,english,fear,"['The woman looks disabled since her eyes are so unusually large', 'The size and shape of the eyes makes this painting very disturbing to me.', 'the expression on her face looks like whatever she is looking at is scaring her', 'The woman has a kind of freaked out look to her.']"
24411,Realism,pyotr-konchalovsky_a-moonlit-landscape-1953,arabic,excitement,['السماء صافيه والأرض خضراء مليئه بالاشجار الطويله ذات الأوراق الخضراء']
24412,Northern_Renaissance,hieronymus-bosch_fox-and-rooster,english,contentment,['The chicken in the backgroung looks nice and getting along with the animal on the bottom.']
24413,Impressionism,claude-monet_the-jetty-at-le-havre-bad-weather-1870,arabic,sadness,"['تجعل الأمواج العاتية والسماء العاصفة اللوحة تبدو مهددة', 'في ظلمة الليل يقوم الناس بتوديع احبابهم علي شاطئ البحر مما يثيير البؤس والشجن']"
24414,Realism,mary-cassatt_the-mandolin-player,chinese,sadness,"['女孩在路边弹乐器，却没人观赏，令人同情。', '女人手弹着琴，但又好像心不在焉似的，表情让人感受到十分伤感。', '女人穿黑色长裙，拿着吉他，表情忧郁，使人伤感。']"
24415,Realism,james-tissot_caricature-of-percy-william-doyle-c-b,english,amusement,['A MAN SITS IN THE CHAIR AND POSES FOR A PHOTO']
24416,Realism,vasily-polenov_constantinople-1890,arabic,contentment,['الشجره الخضراء العملاقه والبحر تحتها والمنازل الكثيره في شكل مبهر']
24417,Art_Nouveau_Modern,ivan-bilibin_princess-in-the-prison-tower-illustration-of-the-russian-fairy-tale-the-white-duck-1902,chinese,awe,['画上的建筑铺着五彩的瓦片，窗户也描绘着五彩的图案，女孩趴在栏杆上眺望远方的大海，让人惊叹这美妙的景色。']
24418,Fauvism,henri-matisse_dance-ii-1910,arabic,amusement,"['خمس نساء عاريات يمسكن بايدي بعضهن البعض ويرقصن ويمرحن', 'يلتف الشباب في دائره وهم بدون ملابس ويستمتعون بذلك معا']"
24419,Symbolism,george-frederick-watts_dweller-within-1886(1),chinese,contentment,['一位有两辫红色、穿着胸部有爱心的裙子的女士坐在中间，令人好奇。']
24420,Symbolism,arnold-bã¶cklin_fighting-on-a-bridge-1,arabic,awe,"['معركه عنيفه تحدث فوق الجسر بينما يقوم أناس آخرون بالسباحه تحت الجسر', 'رجال يركبون أحصنه ويحملون عصا في أيديهم يتعاركون ورجال يسبحون في الماء']"
24421,Romanticism,gustave-dore_the-christian-army-in-the-mountains-of-judea,english,excitement,['A large army seems to have gathered for an epic fight.']
24422,Baroque,esaias-van-de-velde_riding-on-the-road-next-to-a-farm,arabic,excitement,['لوحة تدل على الحماس في القيام بالعمل وتعو الحماس ايضا']
24423,Romanticism,jan-matejko_maid-of-orleans,chinese,awe,"['一个人骑着黑色的马匹，扛着旗帜还伸出了一只手让人看着惊讶', '形态各异，长相各异的众人让人觉得有些惊叹。', '画面中的人穿着华丽的衣服，人群众多，很是壮观，让人惊叹。', '人们立在英雄的四周，热情的欢迎女英雄贞德的到来，贞德的威望让人敬佩。', '男人穿铠甲，拿着大旗，英勇神气，使人叹为观止。']"
24424,Romanticism,gustave-dore_ancient-mariner,chinese,fear,"['站在船顶上的男子看着船只马上倒入海中，给人一种恐惧的感觉。', '船只快被大海淹没，男人站在船顶一块狭小的地方无处可逃，让人觉得害怕。', '阴暗的背景加上被绑着的人，令人感到恐惧。', '绑在船帆上的人和波涛汹涌的海面，让人觉得十分恐惧。', '在一艘黑色的船上，有个人被绑在船杆上令人害怕。']"
24425,Baroque,annibale-carracci_baptism-of-christ-1584,chinese,contentment,"['画中的男人们好像在做东西，有一位男人把水倒在了另一位男人头上。', '画面中人们都在相互帮助，互相整理，展现了人们之间有爱的感觉，画面美好。']"
24426,Symbolism,nicholas-roerich_gompa-1932,english,fear,['The red smoke in the sky looks foreboding and horrific.']
24427,Expressionism,theo-van-doesburg_potrait-of-evert-rinsema-1915,english,disgust,['The face is grotesque and not at all appealing - there is fear here.']
24428,Realism,camille-pissarro_view-of-l-hermitage-jallais-hills-pontoise,arabic,contentment,['قرية في منتصف حقل واسع به نباتات خضراء وأشجار']
24429,Ukiyo_e,katsushika-hokusai_an-older-woman-hits-another-woman-with-her-shoe,chinese,amusement,['画面中穿着和服的年轻男人向地上摔着书的样子令人感到好笑。']
24430,Realism,winslow-homer_nach-dem-tornado,arabic,contentment,['رجل ياخد قسط من الراحة علي حافة البحر في أجواء هادئة']
24431,Pop_Art,marko-pogacnik_pop-object-4,chinese,anger,['本来干干净净的蓝箱子被弄上了黑色的污点，令人生气。']
24432,Cubism,louis-schanker_wall-handball-study-1942,arabic,fear,['اللوحه تعبر عن عين حاسده وشريره تحول ان تؤذي الناس']
24433,Romanticism,alexey-bogolyubov_smolny-as-seen-from-bolshaya-okhta-1851,english,awe,"['The painting almost seems like a photograph.', 'How the colors fade is awe inspiring.', 'Gorgeous, I love how the viewer is directed towards the large structure in the background.']"
24434,Mannerism_Late_Renaissance,tintoretto_virgin-and-child-with-saint-catherine-saint-augustine-saint-marc-and-saint-john-the-baptist-1550,chinese,sadness,"['孩子紧紧地抱住了父亲的腰，好久没有见面了，让人看着心酸。', '小孩在把手伸向另一个披着风衣的女人，渴望她抱，像是他在呼喊他的妈妈，让人感到伤感。']"
24435,Romanticism,edward-burne-jones_the-garden-of-the-hesperides,chinese,disgust,['画中三位女子穿着红色的长裙，手拉着手围着一条盘旋树干上的黑蛇，翩翩起舞的画面让人欣赏不来。']
24436,Ukiyo_e,kitagawa-utamaro_not_detected_233120-1799,english,amusement,"[""I'm not sure what position this is but it looks like they are having fun."", ""Oddest position I've ever seen to be honest. The guy is crouching on one leg.""]"
24437,Naive_Art_Primitivism,seraphine-louis_unknown-title-1,english,awe,"['the blue berries in the painting makes me think of lots of yummy blueberries.', 'The detail in the painting gives the illusion of texture which is very interesting.']"
24438,Art_Nouveau_Modern,boris-kustodiev_village-holiday-autumn-holiday-in-the-village-1914,english,amusement,"['Colorful gypsies dancing in a rural town, fun, happiness.']"
24439,Realism,ivan-shishkin_oaks-in-old-peterhof-1891,arabic,contentment,['الأشجار الخضراء والطبيعه الهادئه مع السماء الصافيه والأعشاب البنيه']
24440,Impressionism,frederic-bazille_port-of-the-queen-at-aigues-mortes,arabic,awe,['باب شاهق الارتفاع لمدينة قديمة يظهر امامها رجلان يتحدثان']
24441,Impressionism,camille-pissarro_meadow-at-bazincourt-1885,english,contentment,"['It looks very peaceful in the trees away from the buildings', 'The bright colors and the serene surrounding is pure happiness.', 'The colors are warm, peaceful, and inviting.']"
24442,Cubism,amadeo-de-souza-cardoso_grief-head-boquilha-1914,english,sadness,"['the long proportions and unnatural skin tone make this man look almost like a monster', 'Something about the man feels dark, lonely and disconnected.', 'The face and the colors are sad in my opinion.', 'The image is haunting with the colors and facial expression.']"
24443,Expressionism,zinaida-serebriakova_the-model-based-on-elbow-1940,english,awe,"['its a great painting, like a modern day renaissance...she is actually smiling and conveys happiness']"
24444,Cubism,jose-de-almada-negreiros_acrobats-1947,chinese,fear,['三个女人搔首弄姿的弄着不一样的姿势，脸上的表情诡异吓人，令人感到可怕恐惧。']
24445,Northern_Renaissance,albrecht-durer_christ-driving-the-merchants-from-the-temple-1511,english,sadness,"[""it's terrible to do that to the man""]"
24446,Rococo,joshua-reynolds_the-infant-samuel-at-prayer,english,fear,"['the dark background and the look in the girls eye as she is praying', ""The child's facial expression makes her look scared of something"", ""The expression on the child's face seems fearful and she is praying so something bad must be happening.""]"
